field_1,lfenzid,lake_name,site,indicator,indicator_name,measurement,value,units,tli_band,nof_band,max_nof_band,national_bottom_line,max_national_bottom_line,lake_category,lake_type,lake_volume,nzsegment,lat,long,region,depth_bin,human_modified,period,n_leftcensored,n_rightcensored,dl,al,imputed_lower,imputed_upper,n_values,n_month,n_qtr,n_years,filter_ok,incl_ineq
83,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,5th,2.93237,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,2.93237
84,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,20th,3.04798,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.04798
85,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,25th,3.05719,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.05719
86,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,Median,3.2934,NA,Mesotrophic (average),NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.2934
87,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,75th,3.48118,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.48118
88,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,80th,3.55543,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.55543
89,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,95th,3.79008,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.79008
90,0,Lake Rototoa,ARC-00100,TLI4,Trophic level index 4,Annual maximum,3.961689702,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,24,24,16,5,TRUE,3.961689702
91,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,5th,0.213,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.213
92,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,20th,0.26,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.26
93,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,25th,0.2675,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.2675
94,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,Median,0.28,mg/L,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.28
95,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,75th,0.3125,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.3125
96,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,80th,0.32,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.32
97,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,95th,0.481,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.481
98,0,Lake Rototoa,ARC-00100,TN,Total nitrogen,Annual maximum,0.59,mg/L,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,33,32,20,5,TRUE,0.59
99,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,5th,0.00202,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,<0.004
100,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,20th,0.00311,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,<0.004
101,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,25th,0.00343,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,<0.004
102,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,Median,0.005,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,0.005
103,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,75th,0.00725,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,0.00725
104,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,80th,0.008,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,0.008
105,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,95th,0.01285,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,0.01285
106,0,Lake Rototoa,ARC-00100,TP,Total phosphorus,Annual maximum,0.02,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Stratified,NA,2033094,-36.51378,174.23866,Auckland,15-50 m,NA,2016-2020,8,0,0.004,NA,Imputed,No censored - no imputation required,33,32,20,5,TRUE,0.02
107,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,5th,1.4225,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
108,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,20th,1.77911,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
109,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,25th,1.83068,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
110,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,Median,2.51761,mg/m3,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
111,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,75th,4,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
112,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,80th,5,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
113,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,95th,11,mg/m3,NA,NA,B,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
114,1,Lake Onoke,GW-00257,CHLA,Chlorophyll-a,Annual maximum,25,mg/m3,NA,B,B,FALSE,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,36,0,30,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<30
115,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,5th,0.00336,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<0.01
116,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,20th,0.006,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<0.01
117,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,25th,0.00682,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,<0.01
118,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,Median,0.0115,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,0.0115
119,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,75th,0.0245,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,0.0245
120,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,80th,0.0273,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,0.0273
121,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,95th,0.0622,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,0.0622
122,1,Lake Onoke,GW-00257,NH4N,Ammoniacal nitrogen,Annual maximum,0.072,mg/L,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,22,0,0.01,NA,Imputed,No censored - no imputation required,56,52,19,5,TRUE,0.072
123,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),5th,0.00884,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,<0.0069706000125169
124,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),20th,0.009,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,<0.0069706000125169
125,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),25th,0.00906,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,<0.0069706000125169
126,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),Median,0.022,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,0.022
127,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),75th,0.028,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,0.028
128,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),80th,0.0328,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,0.0328
129,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),95th,0.044,mg/L,NA,NA,A,NA,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,0.044
130,1,Lake Onoke,GW-00257,NH4N_adj,Ammoniacal nitrogen (adjusted),Annual maximum,0.044,mg/L,NA,A,A,FALSE,FALSE,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,2,0,0.0069706,NA,Imputed,No censored - no imputation required,6,4,2,1,FALSE,0.044
131,1,Lake Onoke,GW-00257,CLAR,Clarity,5th,0.174,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,0.174
132,1,Lake Onoke,GW-00257,CLAR,Clarity,20th,0.239,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,0.239
133,1,Lake Onoke,GW-00257,CLAR,Clarity,25th,0.2625,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,0.2625
134,1,Lake Onoke,GW-00257,CLAR,Clarity,Median,0.47,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,0.47
135,1,Lake Onoke,GW-00257,CLAR,Clarity,75th,0.7784,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,>0.5
136,1,Lake Onoke,GW-00257,CLAR,Clarity,80th,0.802,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,>0.5
137,1,Lake Onoke,GW-00257,CLAR,Clarity,95th,1.06274,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,>0.5
138,1,Lake Onoke,GW-00257,CLAR,Clarity,Annual maximum,1.334871378,m,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,11,NA,0.5,No censored - no imputation required,Imputed,47,43,19,5,TRUE,>0.5
139,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,5th,3.60841,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,3.60841
140,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,20th,3.98711,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,3.98711
141,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,25th,4.06668,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,4.06668
142,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,Median,4.34307,NA,Eutrophic (poor),NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,4.34307
143,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,75th,4.58401,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,4.58401
144,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,80th,4.69756,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,4.69756
145,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,95th,5.49875,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,5.49875
146,1,Lake Onoke,GW-00257,TLI3,Trophic level index 3,Annual maximum,6.53873622,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,56,52,19,5,TRUE,6.53873622
147,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,5th,3.99728,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,3.99728
148,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,20th,4.3578,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,4.3578
149,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,25th,4.42935,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,4.42935
150,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,Median,4.67655,NA,Eutrophic (poor),NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,4.67655
151,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,75th,4.96003,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,4.96003
152,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,80th,5.01063,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,5.01063
153,1,Lake Onoke,GW-00257,TLI4,Trophic level index 4,95th,5.76644,NA,NA,NA,NA,NA,NA,Seasonally stratified and brackish,Icoll,15965758,9267243,-41.37072987,175.1387997,Wellington,5-15 m,66.989977,2016-2020,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,47,43,19,5,TRUE,5.76644
